"PHEC_result_ID","PHEC_result_groups_ID","result_groups_approval_status","result_groups_capacity","result_groups_description","result_groups_display_name","result_groups_id","result_groups_image_display_url","result_groups_image_url","result_groups_is_organization","result_groups_name","result_groups_revision_id","result_groups_state","result_groups_title","result_groups_type"
"1013","1344","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1014","1345","approved","member","The monthly situation report collects data on the number of urgent operations cancelled, including those cancelled for the 2nd or more time throughout the month, and critical care capacity, including adult, paediatric and neonatal available and occupied critical care beds, as a snapshot at midnight on the last Thursday of the month.","Critical Care Bed Capacity","479f8507-d0df-47e2-a29a-6718df9b3e0c","","","False","ccc","e6fbe2c9-9e85-49cd-a11c-53878ba97989","active","Critical Care Bed Capacity","group"
"1014","1346","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1015","1347","approved","member","The monthly situation report collects data on the number of urgent operations cancelled, including those cancelled for the 2nd or more time throughout the month, and critical care capacity, including adult, paediatric and neonatal available and occupied critical care beds, as a snapshot at midnight on the last Thursday of the month.","Critical Care Bed Capacity","479f8507-d0df-47e2-a29a-6718df9b3e0c","","","False","ccc","e6fbe2c9-9e85-49cd-a11c-53878ba97989","active","Critical Care Bed Capacity","group"
"1015","1348","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1016","1349","approved","member","The monthly situation report collects data on the number of urgent operations cancelled, including those cancelled for the 2nd or more time throughout the month, and critical care capacity, including adult, paediatric and neonatal available and occupied critical care beds, as a snapshot at midnight on the last Thursday of the month.","Critical Care Bed Capacity","479f8507-d0df-47e2-a29a-6718df9b3e0c","","","False","ccc","e6fbe2c9-9e85-49cd-a11c-53878ba97989","active","Critical Care Bed Capacity","group"
"1016","1350","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1017","1351","approved","member","The monthly situation report collects data on the number of urgent operations cancelled, including those cancelled for the 2nd or more time throughout the month, and critical care capacity, including adult, paediatric and neonatal available and occupied critical care beds, as a snapshot at midnight on the last Thursday of the month.","Critical Care Bed Capacity","479f8507-d0df-47e2-a29a-6718df9b3e0c","","","False","ccc","e6fbe2c9-9e85-49cd-a11c-53878ba97989","active","Critical Care Bed Capacity","group"
"1017","1352","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1018","1353","approved","member","The monthly situation report collects data on the number of urgent operations cancelled, including those cancelled for the 2nd or more time throughout the month, and critical care capacity, including adult, paediatric and neonatal available and occupied critical care beds, as a snapshot at midnight on the last Thursday of the month.","Critical Care Bed Capacity","479f8507-d0df-47e2-a29a-6718df9b3e0c","","","False","ccc","e6fbe2c9-9e85-49cd-a11c-53878ba97989","active","Critical Care Bed Capacity","group"
"1018","1354","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1019","1355","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1019","1356","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1020","1357","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1020","1358","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1021","1359","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1021","1360","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1022","1361","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1022","1362","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1023","1363","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1023","1364","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1024","1365","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1024","1366","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1025","1367","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1025","1368","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1026","1369","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1026","1370","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1027","1371","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1027","1372","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1028","1373","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1028","1374","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1029","1375","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1029","1376","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1030","1377","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1030","1378","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1031","1379","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1031","1380","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1032","1381","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1032","1382","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1033","1383","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1033","1384","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1034","1385","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1034","1386","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1035","1387","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1035","1388","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1036","1389","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1036","1390","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1037","1391","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1037","1392","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1038","1393","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1038","1394","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1039","1395","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1039","1396","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1040","1397","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1040","1398","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1041","1399","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1041","1400","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1042","1401","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1042","1402","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1043","1403","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1043","1404","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1044","1405","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1044","1406","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1045","1407","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1045","1408","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1046","1409","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1046","1410","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1047","1411","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1047","1412","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1048","1413","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1048","1414","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1049","1415","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1049","1416","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1050","1417","approved","member","The KH03 is a quarterly collection from all NHS organisations that operate beds, open overnight or day only. It collects the total number of available bed days and the total number of occupied bed days by consultant main specialty.","Bed Availability and Occupancy","6f54171e-68e2-45f4-927e-319b144cf473","","","False","bed_availability","8b565c63-3d15-405e-9bd6-8f60082f72ce","active","Bed Availability and Occupancy","group"
"1050","1418","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1051","1419","approved","member","Daily Situation Reports (SITREPs) are collected from acute trusts each weekday and indicate where there are any winter pressures on the service around the country such as A&E closures, cancelled operations, bed pressures, or ambulance delays. Daily Flu highlights the number of patients with confirmed or suspected influenza in critical care beds at 8am.","Winter Daily Situation Reports","8b8b242b-1e07-4f28-96e6-6d7daaf497e0","","","False","winter","1b26a822-12a5-4396-8b91-3c09633f72b8","active","Winter Daily Situation Reports","group"
"1052","1420","approved","member","Daily Situation Reports (SITREPs) are collected from acute trusts each weekday and indicate where there are any winter pressures on the service around the country such as A&E closures, cancelled operations, bed pressures, or ambulance delays. Daily Flu highlights the number of patients with confirmed or suspected influenza in critical care beds at 8am.","Winter Daily Situation Reports","8b8b242b-1e07-4f28-96e6-6d7daaf497e0","","","False","winter","1b26a822-12a5-4396-8b91-3c09633f72b8","active","Winter Daily Situation Reports","group"
"1053","1421","approved","member","Daily Situation Reports (SITREPs) are collected from acute trusts each weekday and indicate where there are any winter pressures on the service around the country such as A&E closures, cancelled operations, bed pressures, or ambulance delays. Daily Flu highlights the number of patients with confirmed or suspected influenza in critical care beds at 8am.","Winter Daily Situation Reports","8b8b242b-1e07-4f28-96e6-6d7daaf497e0","","","False","winter","1b26a822-12a5-4396-8b91-3c09633f72b8","active","Winter Daily Situation Reports","group"
"1054","1422","approved","member","Daily Situation Reports (SITREPs) are collected from acute trusts each weekday and indicate where there are any winter pressures on the service around the country such as A&E closures, cancelled operations, bed pressures, or ambulance delays. Daily Flu highlights the number of patients with confirmed or suspected influenza in critical care beds at 8am.","Winter Daily Situation Reports","8b8b242b-1e07-4f28-96e6-6d7daaf497e0","","","False","winter","1b26a822-12a5-4396-8b91-3c09633f72b8","active","Winter Daily Situation Reports","group"
"1055","1423","approved","member","Annual Imaging and Radiodiagnostics data relate to the number of imaging and radiological examinations or tests carried out in the NHS in England during each year. Data for this collection is available back to 1995-96.","Annual Imaging and Radiodiagnostics Data","1538cb57-b2df-4702-9400-6b0a3c2a2514","","","False","aird","4ca97591-1954-4793-bba3-a161ca3d1101","active","Annual Imaging and Radiodiagnostics Data","group"
"1055","1424","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"1056","1425","approved","member","ODS Datasets","ODS","f088c845-63d8-4aff-b30a-dddcdeb003d5","","","False","ods","d28d1d8b-8bf4-4e3d-932e-7ffc9eeb218d","active","ODS","group"
"1057","1426","approved","member","ODS Datasets","ODS","f088c845-63d8-4aff-b30a-dddcdeb003d5","","","False","ods","d28d1d8b-8bf4-4e3d-932e-7ffc9eeb218d","active","ODS","group"
"1058","1427","approved","member","ODS Datasets","ODS","f088c845-63d8-4aff-b30a-dddcdeb003d5","","","False","ods","d28d1d8b-8bf4-4e3d-932e-7ffc9eeb218d","active","ODS","group"
"1059","1428","approved","member","ODS Datasets","ODS","f088c845-63d8-4aff-b30a-dddcdeb003d5","","","False","ods","d28d1d8b-8bf4-4e3d-932e-7ffc9eeb218d","active","ODS","group"
"1060","1429","approved","member","ODS Datasets","ODS","f088c845-63d8-4aff-b30a-dddcdeb003d5","","","False","ods","d28d1d8b-8bf4-4e3d-932e-7ffc9eeb218d","active","ODS","group"
"1061","1430","approved","member","ODS Datasets","ODS","f088c845-63d8-4aff-b30a-dddcdeb003d5","","","False","ods","d28d1d8b-8bf4-4e3d-932e-7ffc9eeb218d","active","ODS","group"
"1062","1431","approved","member","ODS Datasets","ODS","f088c845-63d8-4aff-b30a-dddcdeb003d5","","","False","ods","d28d1d8b-8bf4-4e3d-932e-7ffc9eeb218d","active","ODS","group"
"1063","1432","approved","member","ODS Datasets","ODS","f088c845-63d8-4aff-b30a-dddcdeb003d5","","","False","ods","d28d1d8b-8bf4-4e3d-932e-7ffc9eeb218d","active","ODS","group"
"1064","1433","approved","member","ODS Datasets","ODS","f088c845-63d8-4aff-b30a-dddcdeb003d5","","","False","ods","d28d1d8b-8bf4-4e3d-932e-7ffc9eeb218d","active","ODS","group"
"1065","1434","approved","member","ODS Datasets","ODS","f088c845-63d8-4aff-b30a-dddcdeb003d5","","","False","ods","d28d1d8b-8bf4-4e3d-932e-7ffc9eeb218d","active","ODS","group"
"1066","1435","approved","member","ODS Datasets","ODS","f088c845-63d8-4aff-b30a-dddcdeb003d5","","","False","ods","d28d1d8b-8bf4-4e3d-932e-7ffc9eeb218d","active","ODS","group"
"1067","1436","approved","member","ODS Datasets","ODS","f088c845-63d8-4aff-b30a-dddcdeb003d5","","","False","ods","d28d1d8b-8bf4-4e3d-932e-7ffc9eeb218d","active","ODS","group"
"1068","1437","approved","member","ODS Datasets","ODS","f088c845-63d8-4aff-b30a-dddcdeb003d5","","","False","ods","d28d1d8b-8bf4-4e3d-932e-7ffc9eeb218d","active","ODS","group"
"1069","1438","approved","member","ODS Datasets","ODS","f088c845-63d8-4aff-b30a-dddcdeb003d5","","","False","ods","d28d1d8b-8bf4-4e3d-932e-7ffc9eeb218d","active","ODS","group"
"1070","1439","approved","member","ODS Datasets","ODS","f088c845-63d8-4aff-b30a-dddcdeb003d5","","","False","ods","d28d1d8b-8bf4-4e3d-932e-7ffc9eeb218d","active","ODS","group"
"1071","1440","approved","member","ODS Datasets","ODS","f088c845-63d8-4aff-b30a-dddcdeb003d5","","","False","ods","d28d1d8b-8bf4-4e3d-932e-7ffc9eeb218d","active","ODS","group"
"1072","1441","approved","member","ODS Datasets","ODS","f088c845-63d8-4aff-b30a-dddcdeb003d5","","","False","ods","d28d1d8b-8bf4-4e3d-932e-7ffc9eeb218d","active","ODS","group"
"1083","1442","approved","member","ODS Datasets","ODS","f088c845-63d8-4aff-b30a-dddcdeb003d5","","","False","ods","d28d1d8b-8bf4-4e3d-932e-7ffc9eeb218d","active","ODS","group"
"1084","1443","approved","member","ODS Datasets","ODS","f088c845-63d8-4aff-b30a-dddcdeb003d5","","","False","ods","d28d1d8b-8bf4-4e3d-932e-7ffc9eeb218d","active","ODS","group"
"1085","1444","approved","member","ODS Datasets","ODS","f088c845-63d8-4aff-b30a-dddcdeb003d5","","","False","ods","d28d1d8b-8bf4-4e3d-932e-7ffc9eeb218d","active","ODS","group"
