"PHEC_result_ID","title","summary","date_range","source","publication_date","id","information_types","topics"
"1627","National Diabetes Audit -2012-2013, Report 2","2012-2013 National Diabetes Audit (NDA) report.  \n Report 2 shows Complications and Mortality  \n This national report, from the tenth year of the NDA, presents key findings on complications in 2012-2013 for all age groups. The care processes and treatment target standards as specified in National Institute for Health and Care Excellence (NICE) Clinical Guidelines (CG)1, including CG152, CG103, CG664 and CG875 and the NICE Diabetes in Adults Quality Standards were reported in October 2014. This report presents statistics about diabetes outcomes including diabetic ketoacidosis (DKA), chronic kidney disease and treatment of end stage kidney disease (renal replacement therapy), lower limb amputations, heart disease and stroke. &#160; Due to the size of this publication, the data have been organised alphabetically by CCG/LHB profile and split into several pages, which are linked to below.","January 01, 2012 to March 31, 2013","http://content.digital.nhs.uk/searchcatalogue?productid=16971","January 29, 2015","16971","Audit","Illnesses and conditions"
"1628","Hospital Episode Statistics, Admitted Patient Care, England - 2013-14","Update (02 November 2015) Data Quality Note.&#160; An error was identified and corrected in tables ?Organisations with data extracted on 20 June 2014? and ?Organisations with shortfalls / missing data? of the annual Data Quality Note, where providers who had corrected their shortfalls since the provisional HES publication had not been updated. This was not an error in the data, only in the data quality note. \n Update (01 July 2015) the Provider-level analysis file has been updated to include a small amount of data missing in error from the sheet named &#39;Table B_1314&#39; B only. This had no impact on the front ?output? sheet.  \n Update (26 March 2015) Provider Level Analysis released. \n Update: (25 February 2015) the summary report containing headline figures has been replaced by detailed analysis and additional Excel files have been released.  \n Hospital Episodes Statistics (HES) is a data warehouse containing records of all patients admitted to NHS hospitals in England. It contains details of every hospital stay in English NHS Hospitals and English NHS commissioned activity in the independent sector.  \n This publication is released in three phases:  January 2015 ? Headline figures published&#160; ; February 2015 - Detailed analysis published ; March 2015 - Provider level analysis published ","April 01, 2013 to March 31, 2014","http://content.digital.nhs.uk/searchcatalogue?productid=17192","January 28, 2015","17192","Official statistics","Hospital care"
"1629","Hospital Outpatient Activity - 2013-14","Update (02 November 2015) Data Quality Note.&#160; An error was identified and corrected in tables ?Organisations with data extracted on 20 June 2014? and   ?Organisations with shortfalls / missing data? of the annual Data Quality Note, where providers who had corrected their shortfalls since the provisional HES publication had not been updated. This was not an error in the data, only in the data quality note. \n Update: (26 March 2015) Provider Level Analysis released. \n Update: (26 February 2015) the summary report containing headline figures has been replaced by detailed analysis and additional Excel files have been released.  \n For the 2013-14 financial year, Hospital Episode Statistics (HES) has collected over 100 million records detailing outpatient appointments by NHS hospitals in England or performed in the independent sector, and commissioned by the English NHS.  \n HES outpatient data was collected for the first time in 2003-04. The Health and Social Care Information Centre first released outpatient data at the end of July 2006 and the data was originally released on an &#39;experimental&#39; basis. Since then, the experimental label has been removed and in 2008 the outpatient published tables were accredited as a National Statistic. This means the data within these specific tables has been produced in accordance with the ?Code of Practice for Official Statistics?. To fully realise the advantages, the quality and coverage of the HES outpatient data needs to be improved with the support of providers throughout England.  \n This publication is released in three phases: January 2015 ? Headline figures published; February 2015 - Detailed analysis published; March 2015 - Provider level analysis published","January 01, 0001 to January 01, 0001","http://content.digital.nhs.uk/searchcatalogue?productid=17195","January 28, 2015","17195","Official statistics","Hospital care"
"1630","NHS Maternity Statistics - England, 2013-14","Update: (January 2016) Please note, a correction has been made to the NHS Maternity Statistics Tables and the Summary Report; Table 3F of NHS Maternity Statistics Tables has been updated to correct the ?unknown? percentage figures. Charts 1 and 2 of the Summary report have been updated to correct the time series charts (Nb. The supporting data for the charts is correct and remains unchanged). \n Update: (02 November 2015) Data Quality Note.&#160; An error was identified and corrected in tables ?Organisations with data extracted on 20 June 2014? and ?Organisations with shortfalls / missing data? of the annual Data Quality Note, where providers who had corrected their shortfalls since the provisional HES publication had not been updated. This was not an error in the data, only in the data quality note. \n Update: (26 March 2015) Provider Level Analysis released. \n Update: (March 2015) Please note, a correction has been made to Table 2 of Appendix 3 in the Summary Report; cell 2013-14 &#39;anaesthetics used before or during delivery&#39;. \n Update: (25 February 2015) the summary report containing headline figures has been replaced by detailed analysis and additional Excel files have been released.  \n For the 2013-14 financial year, Hospital Episode Statistics (HES) has collected records detailing episodes of admitted patient care delivered by NHS hospitals in England. These records include details of each delivery which takes place in an NHS hospital.  \n This report covers the period from April 2013 to March 2014 and draws on over 640,000 detailed records of deliveries in NHS hospitals.&#160;  \n This publication is released in three phases:  January 2015 ? Headline figures published&#160; ; February 2015 - Detailed analysis published ; March 2015 - Provider level analysis published","April 01, 2013 to March 31, 2014","http://content.digital.nhs.uk/searchcatalogue?productid=17198","January 28, 2015","17198","Official statistics","Hospital care"
"1631","Accident and Emergency Attendances in England - 2013-14","Update (02 November 2015) Data Quality Note.&#160; An error was identified and corrected in tables ?Organisations with data extracted on 20 June 2014? and   ?Organisations with shortfalls / missing data? of the annual Data Quality Note, where providers who had corrected their shortfalls since the provisional HES publication had not been updated. This was not an error in the data, only in the data quality note. \n Update (25 Aug 2015) An error was identified and corrected in Table 7 and Table 9 of the Provider Level Analysis, where values suppressed as part of disclosure control were not included in the numerator for &#39;percentage within 4 hours&#39; (table 7) or ?All ? Sum? (table 9). This error has a small impact on these figures for approximately a quarter of all&#160;providers. \n Update (26 March 2015) Provider Level Analysis released. \n Update: (26 February 2015) the summary report containing headline figures has been replaced by detailed analysis and additional Excel tables have been released.  \n This is the annual publication of the Accident and Emergency (A&amp;E) Attendance data within Hospital Episodes Statistics (HES). It covers the period April 2013 to March 2014 and draws on over 18 million detailed records of attendances at major A&amp;E departments, single specialty A&amp;E departments, minor injuries units and walk-in centres in England.  \n Publishing the A&amp;E HES data enables initial conclusions to be presented for discussion and aims to promote and highlight the uses of this potentially rich data set. During the period covered by this publication, not all providers have completed data submissions and data quality is poor in some cases.  \n The publication also includes analysis of the A&amp;E HES data compared to the NHS England Weekly Situation Reports (Sit Reps), the official source of A&amp;E information, to highlight areas for further investigation. \n This publication is released in three phases:  January 2015 ? Headline figures published&#160; ; February 2015 - Detailed analysis published ; March 2015 - Provider level analysis published","April 01, 2013 to March 31, 2014","http://content.digital.nhs.uk/searchcatalogue?productid=17200","January 28, 2015","17200","Official statistics","Hospital care"
"1632","Quarterly Improving Access to Psychological Therapies Data Set Reports, England - Final Q2 2014-15 summary statistics and related information, Experimental statistics  ","The Improving Access Psychological Therapies (IAPT) data set is a regular return of data generated by providers of IAPT services in the course of delivering these services to patients. The data also include information from Independent Sector Organisations who are also providers of NHS IAPT services. \n The IAPT data set is received by the Health and Social Care Information Centre as record-level anonymised data from patient-administration systems. \n Data quality and completeness \n A data quality statement is produced for the Quarterly Reports and can be found in the related links below.  This publication also contains a supplementary file containing recovery rates by provisional diagnosis at provider and commissioner level. A separate monthly publication comprises national and provider-level data quality measures of some key data items in the IAPT data set and the latest release can be accessed in the related links below. \n This is the first quarterly publication from version 1.5 of the dataset. Please be aware that this change in data set has led to a number of methodological changes which may impact these figures. This impact is likely to vary at a local level. For more information on the methodological changes affecting this publication, please see the link at the bottom of the page. \n Important ? please note: \n We identified an error affecting Line 14d of the provider and commissioner based analyses in the initial release of Quarter 2 figures. Due to a coding flag being omitted, the original version did not limit records to those with completed treatment and therefore counts in Table 14d were around 100% higher than they should have been. We replaced affected spreadsheets with new ones on the 21st April 2015 (labelled as version 2). Users of these statistics should ensure that, if re-using these figures, that they download the latest versions of the reference data tables and report. We apologise for any inconvenience caused, and also that our initial release omitted the provider based file.","July 01, 2014 to September 30, 2014","http://content.digital.nhs.uk/searchcatalogue?productid=17212","January 29, 2015","17212","Official statistics","Mental health"
"1633","GP Practice Prescribing Presentation-level Data - October 2014","Warning: Large file size (over 1GB).  \n Each monthly data set is large (over 4 million rows), but can be viewed in standard software such as Microsoft WordPad (save by right-clicking on the file name and selecting &#39;Save Target As&#39;, or equivalent on Mac OSX). It is then possible to select the required rows of data and copy and paste the information into another software application, such as a spreadsheet. \n Alternatively add-ons to existing software, such as the Microsoft PowerPivot add-on for Excel, to handle larger data sets, can be used.&#160; The Microsoft PowerPivot add-on for Excel is available using the link in the &#39;Related Links&#39; section below.  Once PowerPivot has been installed, to load the large files, please follow the instructions below.&#160; Note that it may take at least 20 to 30 minutes to load one monthly file. 1. Start Excel as normal 2. Click on the PowerPivot tab&#160;  3. Click on the PowerPivot Window icon (top left) 4. In the PowerPivot Window, click on the ?From Other Sources? icon 5. In the Table Import Wizard e.g. scroll to the bottom and select Text File 6. Browse to the file you want to open and choose the file extension you require e.g. CSV \n Once the data has been imported you can view it in a spreadsheet. What does the data cover? &#160; General practice prescribing data is a list of all medicines, dressings and appliances that are prescribed and dispensed each month. A record will only be produced when this has occurred and there is no record for a zero total. &#160; For each practice in England, the following information is presented at presentation level for each medicine, dressing and appliance, (by presentation name): - the total number of items prescribed and dispensed  - the total net ingredient cost  - the total actual cost  - the total quantity \n The data covers NHS prescriptions written in England and dispensed in the community in the UK. Prescriptions written in England but dispensed outside England are included. The data includes prescriptions written by GPs and other non-medical prescribers (such as nurses and pharmacists) who are attached to GP practices. &#160; GP practices are identified only by their national code, so an additional data file - linked to the first by the practice code - provides further detail in relation to the practice. \n Presentations are identified only by their BNF code, so an additional data file - linked to the first by the BNF code - provides the chemical name for that presentation.","October 01, 2014 to October 31, 2014","http://content.digital.nhs.uk/searchcatalogue?productid=17227","January 30, 2015","17227","Open data","Primary care services"
"1634","Learning Disabilities Census Report - England, 30th of September 2014 ","This report presents initial findings from the 2014 Learning Disability Census. Data were collected via the Health and Social Care (HSCIC) on behalf of the Department of Health, the Care Quality Commission, Public Health England and NHS England. \n The Learning Disability Census provides an individual record-level snapshot of inpatients with learning disabilities, autistic spectrum disorder and/or behaviour that challenges, and the services they receive, for patients who were inpatients in NHS and independent services at midnight on 30 September 2014. \n This initial release reports at England level on key findings of the 2014 Census. This is the third release in a series of four and follows on from two previous reports on the 2013 Census. Where possible, comparisons are made within this report between 2014 and 2013 data. \n The principal aim of the Census is to deliver action 17 in ?Transforming Care: A national response to Winterbourne View Hospital - ?an audit of current services for people with challenging behaviour to take a snapshot of provision, numbers of out of area placements and lengths of stay?. \n The Learning Disability Census provides an individual record-level snapshot of inpatients with learning disabilities, autistic spectrum disorder and/or behaviour that challenges, and the services they receive, for service users who were inpatients in NHS and independent services at midnight on 30 September 2014. \n Important: Please note that we reissued the reference data tables and the report on 23rd March 2015 in order to correct minor errors in the figures. \n 1. In Table 3 of the reference data tables, the values for the 2013 counts of patients on Census day by type of provider were erroneous. The independent sector provider figure should have been 1,446 rather than 1,399, and the NHS provider figure should have been 1,804 rather than 1,851. This also affected the&#160; per cent difference between 2013 and 2014 (which should have been 4 per cent for ISPs and -4 per cent for NHS (not 7 per cent and -7 per cent), and the&#160; per cent of patients for 2013, which should have been 44 per cent for ISPs and 56 per cent for NHS (not 43 per cent and 57 per cent). This also affected Figure 5 of the report (Number of patients by provider type), which includes all figure above except the&#160; per cent differences between 2013 and 2014. 2. In Table 4 of the reference data tables, the number of patients ?Not subject to the Mental Health 1983? in 2013 should have been 714 not 718; the number of patients under ?MHA Part III with restrictions? in 2013 should have been 613 not 573 and the percentage of patients under ?MHA Part III with restrictions? in 2013 should have been 19 per cent not 18 per cent. \n Users of these statistics should ensure that, if re-using these figures, that they download the latest versions of the reference data tables and report (labelled as v2).","September 30, 2014 to September 30, 2014","http://content.digital.nhs.uk/searchcatalogue?productid=17233","January 29, 2015","17233","Official statistics","Mental health"
"1635","Provisional Accident and Emergency Quality Indicators - England, by provider for October 2014","This report, generated from Hospital Episode Statistics (HES) A&amp;E data, sets out data coverage, data quality and performance information for the following five A&amp;E indicators: \n -&#160;Left department before being seen for treatment rate \n -&#160;Re-attendance rate \n - Time to initial assessment \n - Time to treament \n -&#160;Total time in A&amp;E \n Publishing these data will help share information on the quality of care of A&amp;E services to stimulate the discussion and debate between patients, clinicians, providers and commissioners, which is needed in a culture of continuous improvement. \n The data used in these reports are sourced from Provisional A&amp;E HES data, and as such these data may differ to information extracted directly from Secondary Uses Service (SUS) data, or data extracted directly from local patient administration systems. Provisional HES data may be revised throughout the year.","January 01, 0001 to January 01, 0001","http://content.digital.nhs.uk/searchcatalogue?productid=17241","February 04, 2015","17241","Official statistics","Hospital care"
"1636","Female Genital Mutilation (FGM) - December 2014, Experimental Statistics ","On 25 February 2015 the report ?FGM - December 2014, Experimental Statistics, Report.pdf? and the file ?FGM - December 2014, Experimental Statistics, Data Tables.xlsx? were replaced to allow for a revision to a title on table 3.1 and to correct a footnote attached to table 3.1. This change was to help clarify the definition of the table. No changes have been made to any of the figures within the table. HCSIC apologises for any inconvenience caused.&#160;&#160;&#160;&#160;&#160;&#160;  \n The Female Genital Mutilation Prevalence Dataset (ISB 1610) is a monthly return of data from acute hospital providers in England. It is an aggregated return of the incidence of FGM including women who have been previously identified and are currently being treated (for FGM related or non FGM related conditions as at the end of the month) and newly identified women within the reporting period. It has been a mandated collection from 1 September 2014.","December 01, 2014 to December 31, 2014","http://content.digital.nhs.uk/searchcatalogue?productid=17245","January 30, 2015","17245","Official statistics","Public health"
"1637","Mental Capacity Act 2005, Deprivation of Liberty Safeguards (England) Quarter 3 Return, 2014-15","Since 2009, care homes and hospitals have had to seek authorisation from their Local Authority if they need to deprive an individual who lacks capacity of their liberty as part of their care and/or treatment. The Health and Social Care Information Centre (HSCIC) currently collects data from Councils with Social Services Responsibilities (CASSRs or councils) on Deprivation of Liberty Safeguards (DoLS) at a case level on an annual basis. This information is then published in the annual report ?Mental Capacity Act, 2005, Deprivation of Liberty Safeguards?. \n Supreme Court judgments handed down on 19 March 2014 led to a substantial increase in the number of Deprivation of Liberty (DoL) applications received by councils. As a result of this situation, the Department of Health (DH) introduced a temporary, voluntary data collection which was approved by the DH/ADASS Outcomes and Information Development Board (OIDB) and the HSCIC Programme and Service Delivery Board. This quarterly collection enables stakeholders to monitor the scale of the Supreme Court judgements? impact on councils in a timely manner, and allows for any increase in the number of DoL applications to be quantified and evidenced. \n In order to minimise the burden on councils only three data items are collected by each council on a quarterly basis including a monthly breakdown, at an aggregate level. The fields collected are the number of DoL application requests made, and of these, the number of requests granted and not granted. \n Data is collected on a quarterly basis, covering the period April 2014 ? September 2015. This release relates to quarter 3 of the collection, which covers 1 October ? 31 December 2014, and also includes updated figures for quarter 1(1 April to 30 June 2014) and quarter 2(1 July to 30 September 2014). The data shows the position on 16 January 2015, when the returns were submitted, but which may need to be updated by councils as further applications are completed. A comparison to the 2013-14 ?Mental Capacity Act, 2005, Deprivation of Liberty Safeguards? annual report is also included. \n Further details are included in the Resources section below.","April 01, 2014 to December 31, 2014","http://content.digital.nhs.uk/searchcatalogue?productid=17258","February 03, 2015","17258","Official statistics","Illnesses and conditions"
"1638","Breast Screening Programme, England - 2013-14","Women between the ages of 50 and 70 are invited for regular breast screening (every three years) under a national programme. Screening is intended to reduce mortality by detecting breast cancer at an early stage when there is a better chance of successful treatment. This report presents information about the NHS Breast Screening Programme in England in 2013-14 and includes data on women invited for breast screening, coverage, uptake of invitations, outcomes of screening and cancers detected.","April 01, 2013 to March 31, 2014","http://content.digital.nhs.uk/searchcatalogue?productid=17263","February 18, 2015","17263","Official statistics","Public health"
"1639","Provisional Monthly Hospital Episode Statistics for Admitted Patient Care, Outpatients and Accident and Emergency Data - April 2014 - October 2014","Hospital Episodes Statistics (HES) is a data warehouse containing records of all patients admitted to NHS hospitals in England. It contains details of inpatient care, outpatient appointments and A&amp;E attendance records. \n Hospital episode statistics (HES) statistics are produced and published on a monthly basis. This data is provisional and should therefore be treated as an estimate until the final National Statistics annual publications. ","January 01, 0001 to January 01, 0001","http://content.digital.nhs.uk/searchcatalogue?productid=17264","February 04, 2015","17264","Official statistics","Hospital care"
"1640","NHS Safety Thermometer Report - January 2014 to January 2015","The NHS Safety Thermometer is a local improvement tool for measuring, monitoring, and analysing patient harms and &#39;harm free&#39; care. This is the report published monthly.","January 01, 2014 to January 31, 2015","http://content.digital.nhs.uk/searchcatalogue?productid=17280","February 11, 2015","17280","Official statistics","Illnesses and conditions"
"1641","NHS Safety Thermometer Data - January 2014 to Janury 2015  ","The NHS Safety Thermometer is a local improvement tool for measuring, monitoring and analysing patient harms and &#39;harm free&#39; care. \n To use the Tool: you must have Microsoft Excel 2007 or later and you must save the tool to your computer. \n To use the Data Quality Report: you must have MS Excel 2003 or later and you must save the Report to your computer. \n The Harm Tables contain tables of all the data in the national tool summarised at organisational level. This file requires Microsoft Excel 2003 or later. \n The Survey-level Export and Patient-level Export contain a copy of all the data in the national tool. These files require Microsoft Excel 2007 or later.","January 01, 2014 to January 31, 2015","http://content.digital.nhs.uk/searchcatalogue?productid=17281","February 11, 2015","17281","Official statistics","Illnesses and conditions"
"1642","Personal Social Services: Staff of Social Services Departments at 30 September - England, 2014","This report contains information on staff employed directly and indirectly by adult social services departments in England as at September 2014. Directly employed jobs are those recorded by the local authority as permanent, temporary or apprentices (directly employed) in the NMDS-SC. Indirectly employed jobs are those recorded by the local authority as agency, bank / pool, student, volunteer, apprentices (not directly employed) or other in the NMDS-SC. Further details on the definition of directly and indirectly employed job roles are provided in Annex C. \n It will be of interest to central government (for policy development, monitoring and workforce planning), local government (for benchmarking), charities, academics and the general public. The report does not include information on staff employed in the independent sector (private and voluntary) or children?s social services departments published separately by the Department for Education). \n This report has used data collected by the National Minimum Data Set for Social Care (NMDS-SC) for the past four years (from 2011). The NMDS-SC is managed by Skills for Care (SfC) on behalf of the Department of Health and has been collecting information about social care providers and their staff since early 2006. \n Before 2011 the data source used for this report was the Health and Social Care Information Centre?s ?Personal Social Services Staff of Social Services Departments? return (SSDS001). Following a user-wide consultation it was decided that the NMDS-SC would replace the SSDS001 from September 2011 as the adult social care workforce data return for councils. \n The NMDS-SC data in this report are not directly comparable with data from the SSDS001 because the SSDS001 covered both adults? and children?s services and this report focuses solely on adults. The adult job classifications are also very different between the two sources. Trends prior to 2011 are therefore not provided in this report.","October 01, 2013 to September 30, 2014","http://content.digital.nhs.uk/searchcatalogue?productid=17291","February 11, 2015","17291","","Social care"
"1643","HES-DID Data Linkage Report - Provisional Summary Statistics, April 2014 to September 2014, England (Experimental Statistics)","This is the latest statistical publication of linked HES (Hospital Episode Statistics) and DID (Diagnostic Imaging Data set) data held by the Health and Social Care Information Centre. The HES-DID linkage provides the ability to undertake national (within England) analysis along acute patient pathways to understand typical imaging requirements for given procedures, and/or the outcomes after particular imaging has been undertaken, thereby enabling a much deeper understanding of outcomes of imaging and to allow assessment of variation in practice. \n This publication aims to highlight to users the availability of this updated linkage and provide users of the data with some standard information to assess their analysis approach against. \n The two data sets have been linked using specific patient identifiers collected in HES and DID. The linkage allows the data sets to be linked from April 2012 when the DID data was first collected; however this report focuses on patients who were present in the either data set in the period 01 April 2014 to 30 September 2014 only. For DID this is provisional April 2014 - September 2014 data. For HES this is provisional April 2014 - September 2014 data. \n The linkage used for this publication was created on 30 January 2015 and released together with this publication on 6 February 2014. The linkage utilises all historic HES patient identifying data up to 31 December 2014 and all patient identifying DID data submitted prior to 18 Dec 2014","April 01, 2014 to September 30, 2014","http://content.digital.nhs.uk/searchcatalogue?productid=17300","February 06, 2015","17300","Official statistics","Hospital care"
"1644","NHS Payments to General Practice, England, 2013-14: Experimental Statistics","NHS Payments to General Practice in England, analysed by individual provider of general practice services and main payment category, are published for the first time by the Health and Social Care Information Centre (HSCIC).  The main payment categories include Global Sum, the Minimum Practice Income Guarantee (MPIG), Balance of PMS expenditure, Quality Outcomes Framework (QOF) and Enhanced Services. \n &#160; \n The data, which will be published annually, is extracted from the HSCIC GP Payments system, National Health Applications and Infrastructure Services (NHAIS) - also known as ?Exeter? - and covers the period from 1 April 2013 to 31 March 2014. These are NHS payments and deductions made through the HSCIC GP Payments system to providers of general practice services in England which are, in the main, GP practices. Only those GP practices and providers of general practice services that received any payments through the payments system are included in the data. \n These payments exclude invoices raised by providers that were paid directly from other sources, for example by NHS England Area Teams or Local Authority Public Health funding. As these payments are, in effect, the bulk of the income (i.e. turnover) of providers, they do not therefore represent their profits as they take no account of the expenditure incurred in delivering services. \n &#160; \n Contacts for queries \n &#160; \n GP practices and other providers of general practice services included within this report should use their usual payments contact for queries on the figures in the first instance. \n The HSCIC welcomes feedback on the methodology and tables within this publication. Please contact the HSCIC with your comments and suggestions, clearly stating ?NHS Payments to General Practice? as the subject heading via  enquiries@hscic.gov.uk  or 0300 303 5678. The report is produced by the Health and Social Care Information Centre (HSCIC) in consultation with the Technical Steering Committee (TSC), which is chaired by the HSCIC and has representation from the BMA General Practitioners Committee (GPC), NHS Employers, NHS England and the Health Departments of the 4 UK countries.","April 01, 2013 to March 31, 2014","http://content.digital.nhs.uk/searchcatalogue?productid=17301","February 12, 2015","17301","","Primary care services"
"1645","HES-MHLDDS Data Linkage Report, Summary Statistics - Oct 14","This is the latest monthly (October 2014) statistical publication in relation to the linked HES (Hospital Episode Statistics) and MHLDDS (Mental Health and Learning Disabilities Data Set) data. \n The two data sets have been linked using specific patient identifiers collected in HES and MHLDDS. The linkage allows the data sets to be linked in this manner from 2006-07; however, this report focuses on patients who were present in the two data sets from April 2014 to October 2014. \n The bridging file used for this publication was also released on 10 February 2015; it utilises the latest published provisional (Monthly) HES data and year-to-date MHLDDS data relating to April 2014 - October 2014. \n The HES-MHLDDS linkage provides the ability to undertake national (within England) analysis along acute patient pathways for mental health and learning disability service users&#39; interactions with acute secondary care.","April 01, 2014 to October 31, 2014","http://content.digital.nhs.uk/searchcatalogue?productid=17323","February 10, 2015","17323","Official statistics","Hospital care"
"1646","NHS Workforce Statistics - November 2014, Provisional statistics","Users need to be aware of intended changes to the presentation of these statistics. For further information, please read the &quot;revisions and issues section&quot; of this month&#39;s bulletin. \n Provisional monthly figures for headcount, full-time equivalent, role count and turnover of NHS Hospital and Community Health Service (HCHS) staff groups working in England (excluding primary care staff). \n As expected with provisional statistics, some figures may be revised from month to month as issues are uncovered and resolved. No refreshes of the provisional data will take place either as part of the regular publication process, or where minor enhancements to the methodology have an insignificant impact on the figures at a national level. \n However, the provisional status allows for this to occur if it is determined that a refresh of data is required subsequent to initial release. Where a refresh of data occurs, it will be clearly documented in the publications. \n The monthly publication is an accurate summary of the validated data extracted from the NHS&#39;s HR and Payroll system. It has a provisional status as the data may change slightly over time where trusts make updates to their live operational systems. Given the size of the NHS workforce and the changing composition, particularly during this period of transition, it is likely that we will see some additional fluctuations in the workforce numbers over the next few months, reflecting both national and local changes as a result of the NHS reforms. These statistics relate to the contracted positions within English NHS organisations and may include those where the person assigned to the position is temporarily absent, for example on maternity leave. \n We welcome feedback on the methodology and tables within this publication. Please email us with your comments and suggestions, clearly stating &#39;Monthly HCHS Workforce&#39; as the subject heading, via  enquiries@hscic.gov.uk  or 0300 303 5678.","September 30, 2009 to November 30, 2014","http://content.digital.nhs.uk/searchcatalogue?productid=17324","February 24, 2015","17324","Official statistics","Workforce"
"1647","NHS Dental Statistics for England - 2014/15, Second Quarterly Report","This quarterly report brings together information on NHS dental activity in England up to quarter&#160;2 of&#160;2014-15.","January 01, 0001 to January 01, 0001","http://content.digital.nhs.uk/searchcatalogue?productid=17327","February 12, 2015","17327","Official statistics","Primary care services"
"1648","NHS Staff Earnings Estimates to November 2014 - Provisional statistics ","These tables cover the period from 30 April 2008 through to 30 November 2014 and use four main earnings measures. As expected with provisional statistics, some figures may be revised from month to month as issues are uncovered and resolved. No refreshes of the provisional data will take place either as part of the regular publication process, or where minor enhancements to the methodology have an insignificant impact on the figures at a national level. However, the provisional status allows for this to occur if it is determined that a refresh of data is required subsequent to initial release. Where a refresh of data occurs, it will be clearly documented in the publications. We welcome feedback on the methodology and tables within this publication. Please send your comments and suggestions, clearly stating &#39;NHS Staff Earnings&#39; as the subject heading through to enquiries@hscic.gov.uk or 0300 303 5678.","April 30, 2008 to November 20, 2014","http://content.digital.nhs.uk/searchcatalogue?productid=17354","February 24, 2015","17354","Official statistics","Workforce"
"1649","Quality Outcomes Framework (QOF), Recorded Dementia Diagnoses, April 2014 - January 2015","These data are published in support of the Dementia Strategy and the Dementia Challenge. \n The Quality and Outcome Framework (QOF) subset 2014-15 dementia data extraction supports the Prime Minister&#39;s Dementia Challenge, within which aims there is an ambition to improve the national diagnosis rate of dementia. \n The HSCIC has been asked by the Secretary of State for Health to collect dementia diagnosis data on a monthly basis from general practice clinical systems. Data for subsequent months will be published on a monthly basis throughout 2014-15.","April 01, 2014 to January 31, 2015","http://content.digital.nhs.uk/searchcatalogue?productid=17361","February 17, 2015","17361","Official statistics","Primary care services"
"1650","National Lung Cancer Audit, Open Data - 2014","Making clinical audit data transparent \n In his transparency and open data letter to Cabinet Ministers on 7 July 2011, the Prime Minister restated the commitment to make clinical audit data available from the national audits within the National Clinical Audit and Patient Outcomes Programme. The National Lung Cancer Audit (NLCA) was identified as the pilot for this data release. \n The data was released in an open and standardised format for the first time in December 2011, and each year onward, data from the National Lung Cancer Audit will be made available in CSV format. The data are also being made available on the data.gov website. \n Covering all Strategic Clinical Networks and NHS Trusts in England, the data from the audit includes information about data completeness, audit process and outcome measures. The data will be available in a pdf format with the National Lung Cancer Audit 2014 annual report.  \n What information is being made available? \n Measures about the process of care given to patients \n Information about care outcomes and treatment. \n The data also provides Audit participation by Trust and data completeness for the key fields. This data does not list data about individual patients nor does it contain any patient identifiable data. \n Using and interpreting the data \n Data from the National Lung Cancer Audit requires careful interpretation, and the information should not be looked at in isolation when assessing standards of care. \n Data is analysed either by cancer network or by place first seen in secondary care for the calendar year 2013 (except where noted). As a result, some trusts that only provide some specialist treatments for patients and do not routinely supply diagnostic data are not properly represented in these data. This is because all the analyses of the NLCA to date have been carried out by &#39;place first seen&#39; and clinical networks. The ?place first seen&#39; most closely represents the Clinical Multi-Disciplinary Team (MDT) which makes the first treatment decisions (in partnership with representatives from the specialist centres who sit on these peripheral MDTs). \n We largely know the population base for these MDTs and that number provides the ?denominator&#39; for the outcome measures. It is much more difficult to define a population denominator for specialist centres and the treatment they provide is usually only one part of a complex care pathway. So taking the raw data at face value gives a very distorted picture both of their activity and performance. \n Accessing the data \n The data are being made available on the data.gov website. Each year three files of data from the National Lung Cancer Audit will be made available in CSV format. Trusts and Networks are identified by name and their national code. \n What does the data cover? \n The data measure levels of completeness for data submitted to the NLCA and measures of performance in the audit at trust level for key performance measures for assessing standards of care for lung cancer in secondary care. Details of these standards can be found in appendix 2 of the NLCA report. \n Are all Trusts included? \n All Trusts in England that manage patients diagnosed with lung cancer (excluding&#160; mesothelioma) are included. The audit also covers Wales. \n What period does the data cover? \n This data were extracted from the NLCA database in July 2014 and covers patients first seen in the calendar year 2013 (except where noted).","January 01, 2013 to December 31, 2013","http://content.digital.nhs.uk/searchcatalogue?productid=17371","February 25, 2015","17371","Audit","Illnesses and conditions"
