"PHEC_result_ID","PHEC_key_facts_ID","key_facts"
"11","1","<ul><li>there have been around 2.6 million attendances (made by 1.2 million individuals) at NHS community contraception clinics every year over the last decade. There was a decline of 4 per cent to 2.5 million in 2006-07 but this was unchanged in 2007-08 </li><li>there were 1.1 million women attending community contraception clinics in 2007-08: a fall of 2 per cent or 22,000 on the previous year </li><li>although they only account for 10 per cent of attendances, the number of men attending clinics increased for the second consecutive year to reach 123,000: an increase of 5 per cent or just under 6,000 </li><li>the peak age group for clinic attendance was 16-19, based on the rate per 100 population; an estimated 20 per cent of women in this age group visited a clinic during the year. The equivalent figure for 15 year olds and under is 8 per cent </li><li>oral contraception remains the most popular form of contraception among women, accounting for 46 per cent of female contraceptive use </li><li>use of Long Acting Reversible Contraceptives (LARCs) continues to increase and now accounts for 23 per cent of primary methods of contraception, compared to 21 per cent the previous year and 18 per cent?in 2003-04. LARCs include: IUD, injectable contraception, implants and IUS </li><li>emergency hormonal contraception (EHC) became available over the counter (OTC) in pharmacies in 2001-02. Consequently emergency contraception issued by clinics has fallen by 30 per cent, compared to 2001-02, and was issued on about 136,000 occasions in 2007-08, a fall of 22,000 (14 per cent) on the previous year. </li></ul>"
"12","1","<ul><li>In England in 2008, 71 per cent of men and 56 per cent of women (aged 16 and over) reported drinking an alcoholic drink on at least one day in the week prior to interview. Eleven per cent of men and 6 per cent of women reported drinking on every day in the previous week. </li><li>In England in 2008, 38 per cent of men drank over 4 units on at least one day in the week prior to interview and 29 per cent of women drank more than 3 units on at least one day in the week prior to interview. Twenty two per cent of men reported drinking over 8 units and 15 per cent of women reported drinking over 6 units on at least one day in the week prior to interview. </li><li>The average weekly alcohol consumption in England in 2008, was 16.8 units for men and 8.6 units for women. There has been an increase from 54 per cent in 1997 to 75 per cent in 2009 in the proportion of people in Great Britain who had heard of daily drinking limits. Throughout the period, differences between men and women have been slight. </li><li>In England in 2009, there were 150,445 prescription items for drugs for the treatment of alcohol dependency prescribed in primary care settings or NHS hospitals and dispensed in the community. This is an increase of 12 per cent since 2008 when there were 134,423 prescription items and 46 per cent since 2003 when there were 102,741 prescription items. </li><li>In England in 2008, there were 6,769 deaths directly related to alcohol. An increase of 24 per cent from 2001. Of these alcohol related deaths, the majority (4,400) died from alcoholic liver disease.</li></ul>"
"13","1","<ul><li><font size=2>In England, in 2009, 69 per cent of men and 55 per cent of women (aged 16 and over) reported drinking an alcoholic drink on at least one day in the week prior to interview. 10 per cent of men and 6 per cent of women reported drinking on every day in the previous week. </font></li><li><font size=2>There has been an increase from 54 per cent in 1997 to 75 per cent in 2009 in the percentage of people in Great Britain who had heard of daily drinking limits. Throughout the period, differences between men and women have been slight. </font></li><li><font size=2>In 2007, 33 per cent of men and 16 per cent of women (24 per cent of adults) were classified as hazardous drinkers. This includes 6 per cent of men and 2 per cent of women estimated to be harmful drinkers, the most serious form of hazardous drinking, which means that damage to health is likely. </font></li><li><font size=2>Among adults aged 16 to 74, 9 per cent of men and 4 per cent of women showed some signs of alcohol dependence. The prevalence of alcohol dependence is slightly lower for men than it was in 2000 when 11.5 per cent of men showed some signs of dependence. There was no significant change for women between 2000 and 2007. </font></li><li><font size=2>In 2009/10, there were 1,057,000 alcohol related admissions to hospital. This is an increase of 12 per cent on the 2008/09 figure (945,500) and more than twice as many as in 2002/03 (510,800). </font></li><li><font size=2>In 2010, there were 160,181 prescription items for drugs for the treatment of alcohol dependency prescribed in primary care settings or NHS hospitals and dispensed in the community. This is an increase of 6 per cent on the 2009 figure (150,445) and an increase of 56 per cent on the 2003 figure (102,741). </font></li><li><font size=2>In 2010, 290 prescription items per 100,000 population were dispensed for alcohol dependency in England. Among Strategic Health Authorities (SHAs) this varied from 515 and 410 items per 100,000 population in North West SHA and North East SHA respectively, to 130 items per 100,000 population in London SHA.</font></li></ul>"
"14","1","<div><span><font size=3 face=Arial><p style='margin:0cm 0cm 4pt' class=MsoNormal><span style='font-family:Verdana;color:black;font-size:8.5pt'>In England and Wales:</span></p><p style='text-indent:-18pt;margin:6pt 0cm 0pt 36pt;tab-stops:list 36.0pt' class=MsoNormal><span style='font-family:Symbol;font-size:8.5pt'><span>?<span style='font:7pt 'Times New Roman''>????????? </span></span></span><span style='font-family:Verdana;color:black;font-size:8.5pt'>In 2008/09, 10.1% of adults (aged 16 ? 59) had used one or more illicit drug within the last year, compared with 9.6% in 2007/08. However, over the longer term this shows an overall decrease from 11.1% in 1996.</span></p><p style='text-indent:-18pt;margin:6pt 0cm 0pt 36pt;tab-stops:list 36.0pt' class=MsoNormal><span style='font-family:Symbol;font-size:8.5pt'><span>?<span style='font:7pt 'Times New Roman''>????????? </span></span></span><span style='font-family:Verdana;color:black;font-size:8.5pt'>In 2008/09, around 22.6% of young adults (aged 16 ? 24) had used one or more illicit drug in the last year, which shows no change from 2007/08. This shows a long term decrease from 1996 when it was 29.7%. </span></p><p style='text-indent:-18pt;margin:6pt 0cm 0pt 36pt;tab-stops:list 36.0pt' class=MsoNormal><span style='font-family:Symbol;font-size:8.5pt'><span>?<span style='font:7pt 'Times New Roman''>????????? </span></span></span><span style='font-family:Verdana;color:black;font-size:8.5pt'>There has been an overall decrease in drug use reported by 11- 15 year olds since 2001. The prevalence of lifetime drug use fell from 29% in 2001 to 22% in 2008.</span></p><p style='text-indent:-18pt;margin:6pt 0cm 0pt 36pt;tab-stops:list 36.0pt' class=MsoNormal><span style='font-family:Symbol;font-size:8.5pt'><span>?<span style='font:7pt 'Times New Roman''>????????? </span></span></span><span style='font-family:Verdana;color:black;font-size:8.5pt'>The total number of deaths related to drug misuse in England and Wales was 1,738 in 2008; 78% of those who died were male. The most popular underlying cause of death was from accidental poisoning for both males and females (597 and 166 respectively).</span></p><p style='margin:0cm 0cm 0pt' class=MsoNormal><b><span style='color:#00aa9f'></span></b>?</p><p style='margin:0cm 0cm 4pt' class=MsoNormal><span style='font-family:Verdana;color:black;font-size:8.5pt'>In England:</span></p><p style='text-indent:-18pt;margin:6pt 0cm 0pt 36pt;tab-stops:list 36.0pt' class=MsoNormal><span style='font-family:Symbol;font-size:8.5pt'><span>?<span style='font:7pt 'Times New Roman''>????????? </span></span></span><span style='font-family:Verdana;color:black;font-size:8.5pt'>In 2008/09, there were 5,668 admissions to hospital with a primary diagnosis of a drug-related mental health and behavioural disorder. This number is 15.1% less than in 2007/08 when there were 6,675 admissions. There were more male than female admissions (3,997 and 1,671 respectively).</span></p><p style='text-indent:-18pt;margin:6pt 0cm 0pt 36pt;tab-stops:list 36.0pt' class=MsoNormal><span style='font-family:Symbol;font-size:8.5pt'><span>?<span style='font:7pt 'Times New Roman''>????????? </span></span></span><span style='font-family:Verdana;color:black;font-size:8.5pt'>During 2008/09, there were 207,580 people in contact with structured drug treatment services (those aged 18 and over). This is a 10.4% increase from the 2007/08 figures, where the number was 187,978.</span></font></span></p></div>"
"15","1","<ul><li>There were 2.5 million attendances at NHS community contraceptive clinics made by 1.3 million individuals. This represented an increase of 3 per cent (62,000) on the number of attendances in 2007-08 (also 2.5 million) and an increase of 7 per cent (84,000) on the number of individuals in 2007-08 (1.2 million). In spite of these latest increases, overall, the number of attendances and the number of individuals has remained broadly stable over the last 10 years. </li><li>140,000 men attended NHS community contraceptive clinics, an increase of 13 per cent (17,000) on 2007-08 (123,000) and the third consecutive annual increase. </li><li>Among women who attended NHS community contraceptive clinics, the 16-19 year old age group had the highest number of attendances per 100 population. An estimated 21 per cent of women in this age group visited a clinic during the year while the equivalent proportion for those aged 13 to 15 was 8 per cent. In 2007-08 the respective proportions for these age groups were 20 per cent and 8 per cent. </li><li>Oral contraception was the primary contraceptive method of 44 per cent of women who attended NHS community contraceptive clinics, and it remains the most common primary method. This percentage has remained stable since 2003-04. </li><li>Use of Long Acting Reversible Contraceptives (LARCs) continues to increase and now accounts for 24 per cent of primary methods of contraception among women who attended NHS community contraceptive clinics. This percentage was 23 per cent in 2007-08 and 18 per cent in 2003-04.</li></ul>"
"16","1","<p>During the period April 2009 to March 2010:</p><ul><li>There were 2.6 million attendances at NHS community contraceptive clinics made by 1.3 million individuals. This represented an increase of 1 per cent (26,000) on the number of attendances in 2008-09 (2.5 million) and an increase of 2 per cent (30,000) on the number of individuals in 2008/09 (1.3 million). </li><li>1.2 million women attended NHS community contraceptive clinics, an increase of 1 per cent (7,000) on the previous year (1.2 million). </li><li>162,000 men attended NHS community contraceptive clinics, an increase of 16 per cent (22,000) on 2008-09 (140,000). </li><li>Among women who attended NHS community contraceptive clinics, the 16-19 year old age group had the highest number of attendances per 100 population. An estimated 22 per cent of women in this age group visited a clinic during the year while the equivalent proportion for those aged 15 and under was 8 per cent. In 2008-09 the respective proportions for these age groups were 21 per cent and 8 per cent. </li><li>Oral contraception was the primary contraceptive method of 44 per cent of women who attended NHS community contraceptive clinics, and it remains the most common primary method. </li><li>Use of Long Acting Reversible Contraceptives (LARCs) continues to increase and now accounts for 26 per cent of primary methods of contraception among women who attended NHS community contraceptive clinics. This percentage was 24 per cent in 2008-09 and 18 per cent in 2003-04.</li></ul>"
"17","1","<li>In 2009/10, there were 5,809 admissions to hospital with a primary diagnosis of a drug-related mental health and behavioural disorder. This number is 2.5 per cent more than in 2008/09 when there were 5,668 admissions. </li><li>Where primary or secondary diagnosis was recorded there were 44,585 admissions for a drug-related mental health and behavioural disorder in 2009/10 compared with 42,170 in 2008/09, which shows an increase of 5.7 per cent. </li><li>In 2009/10, 8.6 per cent of adults had used one or more illicit drug within the last year, compared with 10.1 per cent in 2008/09. Over the longer term this shows an overall decrease from 11.1 per cent in 1996. </li><li>There has been an overall decrease in drug use reported by 11- 15 year olds since 2001. The prevalence of having ever used drugs fell from 29 per cent in 2001 to 22 per cent in 2009 although the figure remains unchanged since 2008. </li><li>The total number of deaths related to drug misuse in England and Wales was 1,738 in 2008; 78 per cent of those who died were male. The most popular underlying cause of death was from accidental poisoning for both males and females (597 and 166 respectively).</li>"
"18","1","<p><strong>Obesity</strong></p><ul><li>In England, the proportion of men classed as obese increased from 13.2 per cent in 1993 to 23.1 per cent in 2005 and from 16.4 per cent to 24.8 per cent for women during the same period. There was no significant change in the proportion of adults who were overweight; </li><li>In 2003, ex-regular cigarette smokers were more likely to be obese than current smokers and those that have never smoked; </li><li>In 2004, among ethnic minority groups, Black Caribbean and Irish men had the highest prevalence of obesity (25 per cent each). For women, obesity prevalence was higher for Black African (38 per cent), Black Caribbean (32 per cent) and Pakistani ethnic groups (28 per cent) and lower for Chinese women (8 per cent), than for women in the general population; </li><li>In 2002, the direct cost of treating obesity was estimated at between 45.8 and 49.0 million and between 945 million and 1,075 million for treating the consequences of obesity; </li><li>Obese women are almost 13 times more likely to develop Type 2 Diabetes than non- obese women, whilst obese men are nearly 5 times more likely to develop the illness; </li><li>In England in 2005/06 there were 2,749 Finished Consultant Episodes (FCEs) with a primary diagnosis of obesity, compared to 787 FCEs in 1996/97. Where there was a secondary diagnosis of obesity, in 2005/06 there were 62,708 FCEs compared with 21,257 in 1996/97; </li><li>In 2005, almost 871,000 prescriptions items were dispensed for the treatment of obesity compared with just over 127,000 prescriptions in 1999 (an increase of 585 per cent); </li><li>Among boys and girls aged 2 to 15, the proportion who were obese increased from 10.9 per cent in 1995 to 18.0 per cent in 2005 among boys, and from 12.0 per cent to 18.1 per cent among girls. For those aged 2 to 10, the increase over the same period was from 9.6 per cent to 16.6 per cent for boys and 10.3 per cent to 16.7 per cent for girls.</li></ul><p><strong>Physical activity</strong></p><ul><li>In England in 2004, 35 per cent of men and 24 per cent of women reported achieving the physical activity recommendations for adults (at least 30 minutes of at least moderate intensity activity at least 5 times a week); </li><li>In 2005, the main reasons for adults not participating in active sports during the last year, is that their health isnt good enough (50 per cent) followed by difficulty in finding the time (18 per cent) and not being interested (15 per cent); </li><li>In 2002, 70 per cent of boys and 61 per cent of girls met current physical activity guidelines for children (achieving 60 minutes or more on 7 days a week); </li><li>During 2005/06, 80 per cent of pupils took part in at least two hours of high quality PE and sport a week.</li></ul><p><strong>Diet</strong></p><ul><li>In the United Kingdom, total energy intake fell by approximately 20 per cent between 1974 and 2004; </li><li>For both men and women in England the proportion who consumed 5 or more portions of fruit and vegetables a day increased between 2001 and 2005, rising from 22 per cent to 26 per cent for men and 25 per cent to 30 per cent for women. This includes an increase from 27 per cent in 2004 to 30 per cent in 2005 for women; </li><li>In 2005, 17 per cent of both boys and girls aged 5 to 15 consumed at least 5 portions a day, compared with between 10 per cent and 13 per cent in 2001 to 2004.</li></ul>"
"19","1","<p>The key results show that, in England, during the period April to December 2004:</p><p>Around 313,100 people set a quit date through NHS Stop Smoking Services. </p><p>At the 4 week follow-up around 170,600 had successfully quit (based on self-report), 54 per cent?of those setting a quit date. </p><p>Of those setting a quit date, success at the four week follow up increased with age, from 38 per cent?of those aged under 18, to 64 per cent?of those aged 60 and over. </p><p>The majority of those setting a quit date received Nicotine Replacement Therapy (NRT). Around four fifths (79%) of people received NRT only, 7% received bupropion only, and 1% received both NRT and bupropion. </p><p>The cost of prescription items prescribed in GP practices in England that were dispensed in the community in the period April to December was 26.4 million for NRT, 3.7 million for bupropion (Zyban) a total of 30.1 million. </p><p>The expenditure on NHS stop smoking services, which does not include the cost of NRT or bupropion on prescription, was 32.3 million.</p>"
"20","1","<p><strong>Obesity</strong></p><ul><li>in 2006, 24 per cent of adults (aged 16 or over) in England were classified as obese. This represents an overall increase from 15 per cent in 1993 </li><li>men and women were equally likely to be obese, however women were more likely than men to be morbidly obese (3 per cent compared to 1 per cent) </li><li>37 per cent of adults had a raised waist circumference in 2006 compared to 23 per cent in 1993. Women were more likely than men to have a raised waist circumference (41 per cent and 32 per cent respectively) </li><li>using both BMI and waist circumference to assess risk of health problems, of men 20 per cent were estimated to be at increased risk, 13 per cent at high risk and 21 per cent at very high risk. Equivalent figures for women were 14 per cent at increased risk, 16 per cent at high risk and 23 per cent at very high risk </li><li>in 2006, 16 per cent of children aged 2 to 15 were classed as obese. This represents an overall increase from 11 per cent in 1995. Despite the overall increase since 1995, the proportion of girls aged 2 to 15 who were obese decreased between 2005 and 2006, from 18 per cent to 15 per cent. There was no significant decrease among boys aged 2 to 15 over that period </li><li>boys were more likely than girls to be obese (17 per cent compared to 15 per cent) </li><li>of children aged 8 to 15 who were classed as obese, two thirds (66 per cent) of girls and 60 per cent of boys thought that they were too heavy.</li></ul><p><strong>Physical Activity</strong></p><ul><li>overall, physical activity has increased among both men and women since 1997, with 40 per cent of men and 28 per cent of women meeting the recommended levels in 2006 (at least 30 minutes of at least moderate intensity activity at least 5 times a week) </li><li>there is a clear gradient across the income quintiles for both men and women, with those in the lowest income quintile more likely to be in the low participation group than those in the highest income quintile </li><li>adults with low physical activity levels were more than twice as likely to have a raised waist circumference than those with high levels of physical activity </li><li>three in ten adults had not participated in active sport in last 12 months in 2005/06 </li><li>in 2006, boys were more likely than girls to meet the recommended levels of physical activity with 70 per cent of boys and 59 per cent of girls reporting taking part in 60 minutes or more of physical activity on all 7 days in the previous week </li><li>during 2006/07, 86 per cent of pupils took part in at least two hours of high quality PE and sport a week, a gradual increase since 2003/04 when the figure was 62 per cent.</li></ul><p><strong>Diet</strong></p><ul><li>in 2006, 28 per cent of men, 32 per cent of women consumed five or more portions of fruit and vegetables a day. Among children aged 5 to 15, the equivalent figures were 19 per cent for boys and 22 per cent for girls </li><li>the proportion of adults and children consuming five or more portions of fruit and vegetables a day remained steady between 2001 and 2004. There were increases among adults in 2005 and 2006. For children, there was an increase among both boys and girls in 2005 and further increase among girls in 2006.</li></ul><p><strong>Health Outcomes</strong></p><ul><li>for people aged 35 and over classified as having a raised waist circumference, men were twice as likely and women were four times more likely to have type 2 diabetes </li><li>over the last ten years there were 17,458 Finished Consultant Episodes (FCEs) with a primary diagnosis of obesity. Almost a quarter of these (4,068) occurred in 2006/07 </li><li>in 2006, 1.06 million prescription items were dispensed for the treatment of obesity. Overall, the number of prescriptions in 2006 was more than eight times the number prescribed in 1999, when there were 127 thousand prescription items. </li></ul>"
