"PHEC_result_ID","PHEC_keywords_ID","keywords"
"2066","12","?measures?"
"2066","13","?OHS?"
"2066","14","?OKS?"
"2066","15","?Outcomes?"
"2066","16","?Oxford?"
"2066","17","?Patient?"
"2066","18","?quality accounts?"
"2066","19","?scores?"
"2067","1","Smoking"
"2067","2","Smoking cessation"
"2067","3","Stop-smoking services"
"2067","4","Nicotine addiction"
"2067","5","NHS Stop Smoking Services"
"2067","6","tobacco"
"2067","7","affordability of tobacco"
"2067","8","smoking in children"
"2067","9","smoking consumption"
"2067","10","attitudes to smoking"
"2067","11","prescriptions for smoking"
"2067","12","smoking ban"
"2067","13","smokefree legislation"
"2067","14","costs of smoking"
"2067","15","smoking-related hospital admissions"
"2067","16","smoking-related deaths"
"2067","17","stop smoking"
"2067","18","Health Survey for England"
"2067","19","Drinking and Drug Use Among Young People"
"2067","20","e-cigarettes"
"2068","1","MHMDS"
"2068","2","Mental health"
"2068","3","Psychosis"
"2068","4","MHSDS"
"2068","5","EIP"
"2069","1","Accident and emergency services"
"2069","2","A&E"
"2069","3","Admitted patients"
"2069","4","Emergency admissions"
"2069","5","Hospital Episode Statistics"
"2069","6","Admitted Patient Care"
"2069","7","Inpatients"
"2069","8","Outpatient attendance"
"2069","9","Outpatients"
"2069","10","Hospital episodes"
"2069","11","Intentional Self Harm"
"2070","1","Accident and emergency services"
"2070","2","A&E"
"2070","3","4 hour wait"
"2070","4","Accidents"
"2070","5","Hospital Episode Statistics"
"2070","6","Injuries"
"2070","7","Hospital episodes"
"2071","1","GPs"
"2071","2","Dementia"
"2071","3","England"
"2071","4","dementia statistics"
"2071","5","dementia diagnosis"
"2072","1","People with learning difficulties"
"2072","2","Learning disability services"
"2072","3","Learning disabilities"
"2072","4","Autistic spectrum conditions"
"2072","5","Learning disorders"
"2072","6","Behavioural and mental health conditions"
"2072","7","Learning disability"
"2072","8","Mental Health Act"
"2073","1","Dentistry"
"2073","2","Oral health"
"2073","3","Dental health"
"2073","4","Dental activity"
"2073","5","Dental services"
"2073","6","CoT"
"2073","7","UDA"
"2073","8","Patients Seen"
"2074","1","Antenatal care"
"2074","2","Maternity services"
"2075","1","Female Genital Mutilation"
"2075","2","FGM"
"2075","3","deinfibulation"
"2075","4","infibulation"
"2076","1","Accident and emergency services"
"2076","2","A&E"
"2076","3","Admitted patients"
"2076","4","Intensive care"
"2076","5","Hospital Episode Statistics"
"2076","6","Admitted Patient Care"
"2076","7","Inpatients"
"2076","8","Length of stay"
"2076","9","Outpatient attendance"
"2076","10","Outpatients"
"2076","11","Hospital episodes"
"2076","12","Data Linkage"
"2076","13","Diagnostic imaging"
"2076","14","Scans"
"2076","15","Diagnostic imaging data set"
"2077","1","GPs"
"2077","2","Dementia"
"2077","3","England"
"2077","4","dementia statistics"
"2077","5","dementia diagnosis"
"2078","1","prescribing"
"2078","2","general practice"
"2079","1","NHS CHC; Continuing Healthcare; CHC"
"2080","1","Accident and emergency services"
"2080","2","Mortality"
"2080","3","Fractures"
"2080","4","A&E"
"2080","5","CHD"
"2080","6","In patients"
"2080","7","Admitted patients"
"2080","8","PROMs"
"2080","9","Diabetes mellitus"
"2080","10","Chronic kidney disease"
"2080","11","Cancer of the breast"
"2080","12","Cancer of the lungs"
"2080","13","Behavioural and mental health conditions"
"2080","14","Renal diseases"
"2080","15","National service framework for diabetes"
"2080","16","Accidents"
"2080","17","Emergency admissions"
"2080","18","Hospital Episode Statistics"
"2080","19","Inpatients"
"2080","20","Antenatal care"
"2080","21","Maternity services"
"2080","22","Outpatient attendance"
"2080","23","Outpatients"
"2080","24","Heart failure"
"2080","25","Breast cancer"
"2080","26","Emergency readmissions"
"2080","27","Elective surgery"
"2080","28","Hip replacement"
"2080","29","Knee replacement"
"2080","30","Carers"
"2080","31","Mental health services"
"2080","32","Hip fracture"
"2080","33","MHMDS"
"2080","34","Mental health"
"2080","35","Cancer"
"2080","36","CKD"
"2080","37","Cardiovascular disease"
"2080","38","Hospital episodes"
"2080","39","outcomes"
"2080","40","Re admittance"
"2080","41","Re-admissions"
"2080","42","Cardiac failure"
"2080","43","Coronary heart disease"
"2080","44","Heart"
"2080","45","Breathing disorders"
"2080","46","Cardiovascular diseases and disorders"
"2080","47","Respiratory system"
"2080","48","GP Patient Survey"
"2080","49","NHS Outcomes Framework"
"2080","50","NHS Outcomes Framework indicators"
"2080","51","groin hernia surgery"
"2080","52","Patient experience"
"2080","53","stroke"
"2080","54","stillbirths"
"2080","55","patient safety"
"2080","56","MRSA"
"2080","57","Varicose vein surgery"
"2080","58","Coronary disease"
"2080","59","Re admissions"
"2080","60","Re-admittance"
"2080","61","Readmittance"
"2080","62","MHMD"
"2080","63","Mental Health Minimum Dataset"
"2080","64","Mental health community activity"
"2080","65","Adult Inpatient Survey"
"2080","66","Out patient attendance"
"2080","67","Breaks"
"2080","68","Kidney diseases"
"2080","69","c.difficile"
"2080","70","healthcare"
"2080","71","liver disease"
"2080","72","neonatal"
"2080","73","psychological therapies"
"2081","1","Smoking"
"2081","2","Smokefree"
"2081","3","Maternity services"
"2081","4","Birth"
"2081","5","Labour (pregnancy)"
"2081","6","Midwives"
"2081","7","Health promotion"
"2081","8","SATOD"
"2084","1","housing"
"2084","2","NHS"
"2084","3","surplus"
"2084","4","land"
"2085","1","Nutrition"
"2085","2","QOF"
"2085","3","Thrombosis"
"2085","4","Avoidable death"
"2085","5","Pressure ulcers"
"2085","6","Bedsores"
"2085","7","VTE"
"2085","8","Blood clots"
"2085","9","Urinary tract infection"
"2085","10","UTI"
"2085","11","Catheters"
"2085","12","Harm free care"
"2085","13","Venous thromboembolism"
"2086","1","NHS staff"
"2086","2","Workforce"
"2086","3","Ambulance staff"
"2086","4","HCHS staff"
"2086","5","Consultants"
"2086","6","Doctors"
"2086","7","nurses"
"2086","8","Non-medical staff"
"2086","9","Workforce turnover"
"2086","10","Midwives"
"2086","11","Joiners"
"2086","12","Leavers"
"2086","13","Health visitors"
"2086","14","Staff numbers"
"2086","15","medical and dental staff"
"2086","16","monthly NHS workforce"
"2086","17","doctors in training"
"2086","18","Qualified nurses"
"2086","19","ST&T staff"
"2086","20","School nurses"
"2086","21","support to clinical staff"
"2086","22","NHS Infrastructure staff"
"2086","23","managers"
"2086","24","Turnover rate"
"2086","25","Locums"
"2086","26","headcount"
"2086","27","monthly publication"
"2086","28","NHS workforce"
"2086","29","Workforce numbers"
"2086","30","SIP"
"2086","31","NHS staff numbers"
"2086","32","NHS workforce numbers"
"2086","33","NHS workforce statistics"
"2086","34","NHS staff in post"
"2086","35","staff in post"
"2086","36","full time equivalent"
"2086","37","FTE"
"2086","38","whole time equivalent"
"2086","39","WTE"
"2086","40","number of doctors"
"2086","41","number of nurses"
"2086","42","hospital workforce"
"2086","43","hospital staff"
"2086","44","HCHS workforce"
"2086","45","NHS Hospital and Community Health Service staff"
"2086","46","Hospital and Community Health Service staff"
"2086","47","staff numbers by NHS organisation"
"2086","48","staff numbers by NHS trust"
"2086","49","number of NHS managers"
"2086","50","how many managers are there in the NHS"
"2086","51","how many doctors are there in the NHS"
"2086","52","how many nurses are there in the NHS"
"2086","53","monthly NHS workforce publication"
"2087","1","Nutrition"
"2087","2","QOF"
"2087","3","Thrombosis"
"2087","4","Avoidable death"
"2087","5","Pressure ulcers"
"2087","6","Bedsores"
"2087","7","VTE"
"2087","8","Blood clots"
"2087","9","Urinary tract infection"
"2087","10","UTI"
"2087","11","Catheters"
"2087","12","Harm free care"
"2087","13","Venous thromboembolism"
"2088","1","Data"
"2088","2","opt out"
"2088","3","medical records"
"2088","4","sharing"
"2088","5","objection"
"2089","1","Written complaints"
"2089","2","complaints by subject"
"2089","3","complaints by profession"
"2089","4","complaints by service area"
"2089","5","KO41"
"2089","6","KO41a"
"2089","7","KO41a hospital complaints"
"2089","8","secondary care complaints"
"2089","9","NHS complaints"
"2089","10","NHS written complaints"
"2089","11","hospital complaint"
"2089","12","complaints about NHS staff"
"2089","13","complaints about hospitals"
"2089","14","complaints by trust"
"2089","15","complaints by site"
"2089","16","quarterly complaints"
"2089","17","complaints broken down by age"
"2089","18","complaints broken down by status"
"2089","19","clinical complaints"
"2090","1","MHMDS"
"2090","2","Mental health"
"2090","3","Psychosis"
"2090","4","MHSDS"
"2090","5","EIP"
"2091","1","Learning disability services"
"2091","2","Learning disabilities"
"2091","3","Autistic spectrum conditions"
"2091","4","Learning disability"
"2091","5","Mental Health Act"
"2091","6","Mental health"
"2091","7","Mental capacity"
"2092","1","Mortality"
"2092","2","SHMI"
"2092","3","Indicators"
"2092","4","Deaths"
"2093","1","Mental illness"
"2093","2","Depression"
"2093","3","Anxiety"
"2093","4","IAPT"
"2093","5","PHQ 9"
"2093","6","waiting times"
"2093","7","GAD 7"
"2094","1","Staff absence"
"2094","2","Workforce management"
"2094","3","NHS staff"
"2094","4","Staff"
"2094","5","Sick days"
"2094","6","sickness"
"2094","7","NHS"
"2094","8","sickness absence"
"2094","9","monthly publication"
"2094","10","absence"
"2094","11","absence rates"
"2094","12","NHS staff absence"
"2094","13","ESR"
"2094","14","ESR absence"
"2094","15","Electronic Staff Record"
"2094","16","Electronic Staff Record absence"
"2094","17","absence recording"
"2094","18","days lost"
"2094","19","days lost to absence"
"2094","20","days lost to sickness"
"2094","21","days lost to illness"
"2094","22","absence publication"
"2094","23","absence statistics"
"2094","24","NHS absence statistics"
"2094","25","recorded absence"
"2094","26","recorded sickness absence"
"2094","27","NHS workforce absence"
"2094","28","NHS workforce"
"2094","29","absence by NHS organisation"
"2094","30","absence by NHS trust"
"2094","31","sickness absence by NHS organisation"
"2094","32","sickness absence by NHS trust"
"2094","33","sickness absence rates by NHS organisation"
"2094","34","sickness absence rates by NHS trust"
"2094","35","absence rates by NHS organisation"
"2094","36","absence rates by NHS trust"
"2095","1","Workforce earnings"
"2095","2","NHS staff"
"2095","3","NHS staff earnings"
"2095","4","Wages"
"2095","5","Earnings"
"2095","6","Salary"
"2095","7","pay"
"2095","8","money"
"2095","9","NHS pay"
"2095","10","NHS salaries"
"2095","11","NHS basic pay"
"2095","12","basic pay"
"2095","13","NHS total earnings"
"2095","14","total earnings"
"2095","15","NHS earnings"
"2095","16","average salary"
"2095","17","average earnings"
"2095","18","average basic pay"
"2095","19","NHS earnings publication"
"2095","20","NHS earnings statistics"
"2095","21","doctors pay"
"2095","22","nurse pay"
"2095","23","consultants pay"
"2095","24","how much does a doctor earn"
"2095","25","how much does a nurse earn"
"2095","26","earnings by NHS staff group"
"2095","27","average nurse salary"
"2095","28","average doctor salary"
"2095","29","monthly publication"
"2095","30","payment"
"2095","31","how much money"
"2095","32","amount"
"2095","33","workforce statistics"
"2095","34","March"
"2095","35","2016"
"2095","36","March 2016"
"2096","1","Surgery"
"2096","2","Mortality"
"2096","3","Fractures"
"2096","4","Ischaemic stroke"
"2096","5","Haemorrhagic stroke"
"2096","6","Cerebral stroke"
"2096","7","Cerebrovascular accident"
"2096","8","Cerebrovascular"
"2096","9","Hospital Episode Statistics"
"2096","10","heart disease"
"2096","11","Cardiac arrest"
"2096","12","Cardiac surgery"
"2096","13","Hip fracture"
"2096","14","Ischaemic heart disease"
"2096","15","Myocardial ischaemia"
"2096","16","Cardiovascular disease"
"2096","17","outcomes"
"2096","18","Compendium of Public Health Indicators"
"2096","19","Coronary thrombosis"
"2096","20","Coronary heart disease"
"2096","21","Heart"
"2096","22","Cardiovascular system"
"2096","23","HES"
"2096","24","heart attack"
"2096","25","CABG"
"2096","26","stroke"
"2096","27","secondary care"
"2096","28","Congenital heart disease"
"2096","29","Deaths"
"2096","30","Coronary disease"
"2096","31","Bones"
"2096","32","Breaks"
"2096","33","Coronary artery bypass graft"
"2096","34","Fractured proximal femur"
"2096","35","Deaths within 30 days"
"2096","36","Myocardial infarction"
"2096","37","Compendium"
"2096","38","Compendium of Population Health Indicators"
"2096","39","30 day mortality"
"2096","40","Emergency admission"
"2096","41","Non-elective admission"
"2096","42","Fracture of Neck of Femur"
"2096","43","Acute Myocardial Infarction"
"2096","44","Cerebral infarction"
"2096","45","Intracerebral Haemorrhage"
"2096","46","Compendium of Clinical and Health Indicators"
"2096","47","Postoperative Mortality"
"2096","48","Perioperative Mortality"
"2096","49","NCEPOD"
"2096","50","Nonelective Admission"
"2096","51","Broken Hip"
"2096","52","Operation"
"2096","53","Procedure"
"2096","54","National Confidential Enquiry into Patient Outcome and Death"
"2096","55","Hospital"
"2096","56","Effectiveness"
"2096","57","Cardiovascular"
"2096","58","Pertrochanteric fracture"
"2096","59","Subtrochanteric fracture"
"2096","60","AMI"
"2096","61","Acute transmural myocardial infarction"
"2096","62","Acute subendocardial myocardial infarction"
"2096","63","Transmural infarction"
"2096","64","Intracranial Haemorrhage"
"2096","65","Subdural Haemorrhage"
"2096","66","Clot Busting"
"2096","67","Thrombolysis"
"2097","1","prescribing"
"2097","2","general practice"
"2098","1","Alcohol"
"2098","2","Alcohol dependency"
"2098","3","Alcohol abuse"
"2098","4","alcohol-related deaths"
"2098","5","Addiction"
"2099","1","Accident and emergency services"
"2099","2","A&E"
"2099","3","Admitted patients"
"2099","4","Emergency admissions"
"2099","5","Hospital Episode Statistics"
"2099","6","Admitted Patient Care"
"2099","7","Inpatients"
"2099","8","Outpatient attendance"
"2099","9","Outpatients"
"2099","10","Hospital episodes"
"2099","11","Intentional Self Harm"
"2100","1","Accident and emergency services"
"2100","2","A&E"
"2100","3","4 hour wait"
"2100","4","Accidents"
"2100","5","Hospital Episode Statistics"
"2100","6","Injuries"
"2100","7","Hospital episodes"
"2101","1","Antenatal care"
"2101","2","Maternity services"
"2103","1","NHS staff"
"2103","2","Workforce"
"2103","3","Ambulance staff"
"2103","4","HCHS staff"
"2103","5","Consultants"
"2103","6","Doctors"
"2103","7","nurses"
"2103","8","Non-medical staff"
"2103","9","Workforce turnover"
"2103","10","Midwives"
"2103","11","Joiners"
"2103","12","Leavers"
"2103","13","Health visitors"
"2103","14","Staff numbers"
"2103","15","medical and dental staff"
"2103","16","monthly NHS workforce"
"2103","17","doctors in training"
"2103","18","Qualified nurses"
"2103","19","ST&T staff"
"2103","20","School nurses"
"2103","21","support to clinical staff"
"2103","22","NHS Infrastructure staff"
"2103","23","managers"
"2103","24","Turnover rate"
"2103","25","Locums"
"2103","26","headcount"
"2103","27","monthly publication"
"2103","28","NHS workforce"
"2103","29","Workforce numbers"
"2103","30","SIP"
"2103","31","NHS staff numbers"
"2103","32","NHS workforce numbers"
"2103","33","NHS workforce statistics"
"2103","34","NHS staff in post"
"2103","35","staff in post"
"2103","36","full time equivalent"
"2103","37","FTE"
"2103","38","whole time equivalent"
"2103","39","WTE"
"2103","40","number of doctors"
"2103","41","number of nurses"
"2103","42","hospital workforce"
"2103","43","hospital staff"
"2103","44","HCHS workforce"
"2103","45","NHS Hospital and Community Health Service staff"
"2103","46","Hospital and Community Health Service staff"
"2103","47","staff numbers by NHS organisation"
"2103","48","staff numbers by NHS trust"
"2103","49","number of NHS managers"
"2103","50","how many managers are there in the NHS"
"2103","51","how many doctors are there in the NHS"
"2103","52","how many nurses are there in the NHS"
"2103","53","monthly NHS workforce publication"
"2104","1","Drugs"
"2104","2","medicines"
"2104","3","NICE Technology Appraisals"
"2104","4","Innovation Scorecard"
"2104","5","Innovation Health and Wealth"
"2104","6","medical technologies"
"2105","1","Nutrition"
"2105","2","QOF"
"2105","3","Thrombosis"
"2105","4","Avoidable death"
"2105","5","Pressure ulcers"
"2105","6","Bedsores"
"2105","7","VTE"
"2105","8","Blood clots"
"2105","9","Urinary tract infection"
"2105","10","UTI"
"2105","11","Catheters"
"2105","12","Harm free care"
"2105","13","Venous thromboembolism"
"2106","1","Nutrition"
"2106","2","QOF"
"2106","3","Thrombosis"
"2106","4","Avoidable death"
"2106","5","Pressure ulcers"
"2106","6","Bedsores"
"2106","7","VTE"
"2106","8","Blood clots"
"2106","9","Urinary tract infection"
"2106","10","UTI"
"2106","11","Catheters"
"2106","12","Harm free care"
"2106","13","Venous thromboembolism"
"2107","1","Optometry"
"2107","2","Ophthalmic practitioners"
"2107","3","Ophthalmic opticians"
"2107","4","Opticians"
"2107","5","Optometrists"
"2107","6","Visual impairment"
"2107","7","Ophthalmology"
"2107","8","Eye care"
"2107","9","Sight test"
"2108","1","GPs"
"2108","2","Dementia"
"2108","3","England"
"2108","4","dementia statistics"
"2108","5","dementia diagnosis"
"2109","1","Accident and emergency services"
"2109","2","A&E"
"2109","3","Admitted patients"
"2109","4","Emergency admissions"
"2109","5","Hospital Episode Statistics"
"2109","6","Admitted Patient Care"
"2109","7","Inpatients"
"2109","8","Outpatient attendance"
"2109","9","Outpatients"
"2109","10","Hospital episodes"
"2109","11","Intentional Self Harm"
"2110","1","GP patients"
"2110","2","GP list"
"2110","3","GP Practice list"
"2110","4","GP practice"
"2110","5","CCG"
"2110","6","NHS England Area Team"
"2110","7","NHS England Region"
"2110","8","Clinical Commissioning Group"
"2110","9","LSOA"
"2111","1","prescribing"
"2111","2","general practice"
"2112","1","Diabetes"
"2112","2","Drugs"
"2112","3","thiazolidinediones"
"2112","4","Insulin"
"2112","5","Prescription"
"2112","6","Antidiabetic drugs"
"2112","7","short-acting insulin"
"2112","8","intermediate and long-acting insulin"
"2112","9","short acting insulin"
"2112","10","long acting insulin"
"2112","11","metformin"
"2112","12","biguanides"
"2112","13","sulfonylureas"
"2112","14","human analogue"
"2112","15","analogue"
"2112","16","other antidiabetic drugs"
"2112","17","sitagliptin"
"2112","18","pioglitazone"
"2112","19","liraglutide"
"2112","20","exenatide"
"2112","21","saxagliptin"
"2112","22","linagliptin"
"2112","23","repaglinide"
"2112","24","vildagliptin"
"2112","25","acarbose"
"2112","26","nateglinide"
"2112","27","dapagliflozin"
"2112","28","rosiglitazone"
"2112","29","diabetes prevalence"
"2112","30","diagnostic and monitoring devices"
"2112","31","detemir"
"2112","32","glargine"
"2112","33","isophane"
"2112","34","dipetidylpeptidase-4 inhibitors"
"2112","35","glucagon peptide ? 1 receptor activators"
"2112","36","insulin release simulators"
"2112","37","intestinal alpha glucosidases inhibitors"
"2112","38","blood glucose testing"
"2112","39","blood ketone testing"
"2112","40","urine testing"
"2112","41","degludec"
"2112","42","lixisenatide"
"2112","43","alogliptin"
"2112","44","cangliflozin"
"2112","45","dulaglutide"
"2112","46","empagliflozin"
"2113","1","Drug use"
"2113","2","Hospital episodes"
"2113","3","Drug abuse"
"2113","4","Drug addiction"
"2113","5","Drug misuse"
"2113","6","Drug treatment centres"
"2113","7","Drug treatments"
"2115","1","Smoking"
"2115","2","Smoking cessation"
"2115","3","Stop-smoking services"
"2115","4","Stop-smoking medication"
"2115","5","Nicotine replacement therapy"
"2115","6","NHS Stop Smoking Services"
"2115","7","stop smoking services"
"2115","8","Health promotion"
"2115","9","NHSStopSmoking"
"2116","1","Data"
"2116","2","opt out"
"2116","3","medical records"
"2116","4","sharing"
"2116","5","objection"
"2117","1","Learning disability services"
"2117","2","Learning disabilities"
"2117","3","Autistic spectrum conditions"
"2117","4","Learning disability"
"2117","5","Mental Health Act"
"2117","6","Mental health"
"2117","7","services"
"2117","8","Mental capacity"
"2118","1","PROMs"
"2118","2","Elective surgery"
"2118","3","Hip replacement"
"2118","4","Knee replacement"
"2118","5","outcomes"
"2118","6","groin hernia surgery"
"2118","7","patient"
"2118","8","Varicose vein surgery"
"2118","9","Varicose vien surgery"
"2118","10","Aberdeen"
"2118","11","AVVQ"
"2118","12","best practice tariff"
"2118","13","eq5d"
"2118","14","measures"
"2118","15","OHS"
"2118","16","OKS"
"2118","17","Oxford"
"2118","18","quality accounts"
"2118","19","scores"
"2119","1","PROMs"
"2119","2","Elective surgery"
"2119","3","Hip replacement"
"2119","4","Knee replacement"
"2119","5","outcomes"
"2119","6","groin hernia surgery"
"2119","7","patient"
"2119","8","Varicose vein surgery"
"2119","9","Varicose vien surgery"
"2119","10","Aberdeen"
"2119","11","AVVQ"
"2119","12","best practice tariff"
"2119","13","eq5d"
"2119","14","measures"
"2119","15","OHS"
"2119","16","OKS"
"2119","17","Oxford"
"2119","18","quality accounts"
"2119","19","scores"
"2120","1","MHMDS"
"2120","2","Mental health"
"2120","3","Psychosis"
"2120","4","MHSDS"
"2120","5","EIP"
"2121","1","Female Genital Mutilation"
"2121","2","FGM"
"2121","3","deinfibulation"
"2121","4","infibulation"
"2122","1","Accident and emergency services"
"2122","2","A&E"
"2122","3","4 hour wait"
"2122","4","Accidents"
"2122","5","Hospital Episode Statistics"
"2122","6","Injuries"
"2122","7","Hospital episodes"
"2123","1","Mental illness"
"2123","2","Depression"
"2123","3","Anxiety"
"2123","4","IAPT"
"2123","5","PHQ 9"
"2123","6","waiting times"
"2123","7","GAD 7"
"2124","1","Staff absence"
"2124","2","Workforce management"
"2124","3","NHS staff"
"2124","4","Staff"
"2124","5","Sick days"
"2124","6","sickness"
"2124","7","NHS"
"2124","8","sickness absence"
"2124","9","monthly publication"
"2124","10","absence"
"2124","11","absence rates"
"2124","12","NHS staff absence"
"2124","13","ESR"
"2124","14","ESR absence"
"2124","15","Electronic Staff Record"
"2124","16","Electronic Staff Record absence"
"2124","17","absence recording"
"2124","18","days lost"
"2124","19","days lost to absence"
"2124","20","days lost to sickness"
"2124","21","days lost to illness"
"2124","22","absence publication"
"2124","23","absence statistics"
"2124","24","NHS absence statistics"
"2124","25","recorded absence"
"2124","26","recorded sickness absence"
"2124","27","NHS workforce absence"
"2124","28","NHS workforce"
"2124","29","absence by NHS organisation"
"2124","30","absence by NHS trust"
"2124","31","sickness absence by NHS organisation"
"2124","32","sickness absence by NHS trust"
"2124","33","sickness absence rates by NHS organisation"
"2124","34","sickness absence rates by NHS trust"
"2124","35","absence rates by NHS organisation"
"2124","36","absence rates by NHS trust"
"2125","1","Accident and emergency services"
"2125","2","A&E"
"2125","3","Admitted patients"
"2125","4","Emergency admissions"
"2125","5","Hospital Episode Statistics"
"2125","6","Admitted Patient Care"
"2125","7","Inpatients"
"2125","8","Outpatient attendance"
"2125","9","Outpatients"
"2125","10","Hospital episodes"
"2125","11","Intentional Self Harm"
"2126","1","Expenses"
"2126","2","general practice expenses"
"2126","3","self assessment"
"2126","4","carr-hill"
"2127","1","Antenatal care"
"2127","2","Maternity services"
"2128","1","Guardianship"
"2128","2","Guardianship order"
"2128","3","Mental Health Act"
"2128","4","MHA"
"2128","5","Mental health"
"2128","6","social care"
"2128","7","Guardian"
"2129","1","general practice"
"2129","2","GP expenses"
"2129","3","TSC"
"2129","4","GP earnings"
"2129","5","Expenses to Earnings Ratio"
"2129","6","DDRB"
"2129","7","Technical Steering Committee"
"2130","1","DWG"
"2130","2","Expenses to Earnings Ratio"
"2130","3","Dental Earnings"
"2130","4","Dental Expenses"
"2130","5","Dental Working Group"
"2131","1","DWG"
"2131","2","Dental working hours"
"2131","3","DDRB"
"2131","4","Dental Working Group"
"2131","5","Dental Working Patterns Survey"
"2132","1","Investment"
"2132","2","England"
"2132","3","Wales"
"2132","4","Scotland"
"2132","5","general practice"
"2132","6","Northern Ireland"
"2132","7","UK"
"2132","8","GP"
"2132","9","2015/16"
"2133","1","NHS Payments"
"2133","2","NHAIS"
"2133","3","ISFE"
"2134","1","Facilities"
"2134","2","Hospital cleanliness"
"2134","3","Hospital food"
"2134","4","Hospital environment"
"2134","5","Hospital assessment"
"2134","6","Dementia"
"2134","7","Privacy and Dignity"
"2135","1","GPs"
"2135","2","Dementia"
"2135","3","England"
"2135","4","dementia statistics"
"2135","5","dementia diagnosis"
"2136","1","Accident and emergency services"
"2136","2","Mental health care"
"2136","3","Learning disability services"
"2136","4","Mortality"
"2136","5","Fractures"
"2136","6","A&E"
"2136","7","CHD"
"2136","8","In patients"
"2136","9","Admitted patients"
"2136","10","PROMs"
"2136","11","Diabetes mellitus"
"2136","12","Chronic kidney disease"
"2136","13","Cancer of the breast"
"2136","14","Cancer of the lungs"
"2136","15","Behavioural and mental health conditions"
"2136","16","Renal diseases"
"2136","17","Learning disability"
"2136","18","National service framework for diabetes"
"2136","19","Colorectal cancer"
"2136","20","Accidents"
"2136","21","Emergency admissions"
"2136","22","Hospital Episode Statistics"
"2136","23","Admitted Patient Care"
"2136","24","Inpatients"
"2136","25","Operations"
"2136","26","Outpatient attendance"
"2136","27","Outpatients"
"2136","28","Cardiac arrest"
"2136","29","Heart failure"
"2136","30","Kidney care"
"2136","31","Breast cancer"
"2136","32","Emergency readmissions"
"2136","33","Elective surgery"
"2136","34","Hip replacement"
"2136","35","Knee replacement"
"2136","36","Hip fracture"
"2136","37","Mental health"
"2136","38","CKD"
"2136","39","Cardiovascular disease"
"2136","40","Hospital episodes"
"2136","41","Preventing premature death"
"2136","42","Admitting patients again"
"2136","43","Re admittance"
"2136","44","Re-admissions"
"2136","45","Cardiac failure"
"2136","46","Coronary heart disease"
"2136","47","Avoidable death"
"2136","48","Breathing disorders"
"2136","49","Respiratory system disorders"
"2136","50","Cardiovascular diseases and disorders"
"2136","51","Respiratory system"
"2136","52","NHS Outcomes Framework"
"2136","53","NHS Outcomes Framework indicators"
"2136","54","groin hernia surgery"
"2136","55","Epileptic"
"2136","56","Maternal mortality"
"2136","57","Varicose vein surgery"
"2136","58","Deaths"
"2136","59","Varicose vien surgery"
"2136","60","Coronary disease"
"2136","61","Re admissions"
"2136","62","Re-admittance"
"2136","63","Readmittance"
"2136","64","Mental Health Minimum Dataset"
"2136","65","Mental health community activity"
"2136","66","Adult Inpatient Survey"
"2136","67","Out patient attendance"
"2136","68","Kidney diseases"
"2137","1","NHS staff"
"2137","2","Workforce"
"2137","3","Ambulance staff"
"2137","4","HCHS staff"
"2137","5","Consultants"
"2137","6","Doctors"
"2137","7","nurses"
"2137","8","Non-medical staff"
"2137","9","Workforce turnover"
"2137","10","Midwives"
"2137","11","Joiners"
"2137","12","Leavers"
"2137","13","Health visitors"
"2137","14","Staff numbers"
"2137","15","medical and dental staff"
"2137","16","monthly NHS workforce"
"2137","17","doctors in training"
"2137","18","Qualified nurses"
"2137","19","ST&T staff"
"2137","20","School nurses"
"2137","21","support to clinical staff"
"2137","22","NHS Infrastructure staff"
"2137","23","managers"
"2137","24","Turnover rate"
"2137","25","Locums"
"2137","26","headcount"
"2137","27","monthly publication"
"2137","28","NHS workforce"
"2137","29","Workforce numbers"
"2137","30","SIP"
"2137","31","NHS staff numbers"
"2137","32","NHS workforce numbers"
"2137","33","NHS workforce statistics"
"2137","34","NHS staff in post"
"2137","35","staff in post"
"2137","36","full time equivalent"
"2137","37","FTE"
"2137","38","whole time equivalent"
"2137","39","WTE"
"2137","40","number of doctors"
"2137","41","number of nurses"
"2137","42","hospital workforce"
"2137","43","hospital staff"
"2137","44","HCHS workforce"
"2137","45","NHS Hospital and Community Health Service staff"
"2137","46","Hospital and Community Health Service staff"
"2137","47","staff numbers by NHS organisation"
"2137","48","staff numbers by NHS trust"
"2137","49","number of NHS managers"
"2137","50","how many managers are there in the NHS"
"2137","51","how many doctors are there in the NHS"
"2137","52","how many nurses are there in the NHS"
"2137","53","monthly NHS workforce publication"
"2138","1","Data"
"2138","2","opt out"
"2138","3","medical records"
"2138","4","sharing"
"2138","5","objection"
"2139","1","Accident and emergency services"
"2139","2","A&E"
"2139","3","In patients"
"2139","4","Admitted patients"
"2139","5","Emergency admissions"
"2139","6","Hospital Episode Statistics"
"2139","7","Admitted Patient Care"
"2139","8","Outpatients"
"2139","9","Hospital episodes"
"2140","1","Accident and emergency services"
"2140","2","A&E"
"2140","3","4 hour wait"
"2140","4","Accidents"
"2140","5","Hospital Episode Statistics"
"2140","6","Injuries"
"2140","7","Hospital episodes"
"2141","1","PROMs"
"2141","2","Elective surgery"
"2141","3","Hip replacement"
"2141","4","Knee replacement"
"2141","5","outcomes"
"2141","6","groin hernia surgery"
